Calendar Year,Property Name,Primary Property Type - Self Selected,Site Energy Use (kBtu),Data Center - IT Source Energy (kBtu),Electricity Use - Grid Purchase (kBtu),Total (Location-Based) GHG Emissions (Metric Tons CO2e),Data Center - Gross Floor Area (ft²),Largest Property Use Type - Gross Floor Area (ft²),Site EUI (kBtu/ft²)
2022,320 Park Avenue,Financial Office,51845521.5,3946140.2,34876578.5,4075.2,4920,712820,71.8
2022,JEMB - 75 Broad St,Office,62254673.6,Not Available,42432535.2,4903.4,60000,502260,92.8
2022,DEPM 1174 - 212 West 18th Street,Multifamily Housing,37275955.5,118764153.7,7555839.6,2612.1,154262,196139,106.4
2022,380 Lafayette Street,Financial Office,11075780.6,5275880.1,5655980.4,785.5,562,39087,198.9
2022,15 East 57th Street,Retail Store,5826162.9,Not Available,4544562.8,452.3,680,44327,91.2
2022,50 Varick Street,Office,44166373.7,Not Available,26118461.1,3406.4,26000,252746,158.4
2022,300 Lafayette Street,Office,6298741.4,Not Available,3710041.6,451.1,800,56157,105.4
2022,2 United Nations Plaza,Office,48058317,Not Available,22498932.7,3599.2,1065,406785,85.1
2022,The Argonaut Building,Office,10059426.5,Not Available,6668245.6,771.1,305,164449,59.4
2022,55 Broadway,Office,21537084.7,Not Available,14023405.5,1683.9,1466,352606,60.8
2022,375 Park Avenue,Financial Office,107507235.3,Not Available,40149719.6,7858.4,4000,506331,130.3
2022,DCAS_4695_OEM Headquarters,Data Center,9922223.9,Not Available,7122313.9,756.5,66245,66245,149.8
2022,DCAS_10224_Public Safety Answering Center II,Data Center,76352214.6,Not Available,52660399.3,5742.8,600000,600000,127.3
2022,452 Fifth Ave,Office,48117066.1,Not Available,33308754.2,3799.2,4372,625141,73.6
2022,1 W 39th Street,Office,17827653.9,32953738.6,14763427.2,1451.6,9816,125516,131.7
2022,Weiss,Laboratory,Not Available,Not Available,Not Available,0,1598,245036,Not Available
2022,IT Pavilion,Office,Not Available,Not Available,Not Available,0,2866,7334,Not Available
2022,Smith Annex,Office,Not Available,Not Available,Not Available,0,836,37736,Not Available
2022,Rockefeller University Main Campus,Laboratory,530206474.4,Not Available,178744016.8,33753,5300,997138,340.7
2022,375 Pearl Street,Office,140553159.2,136836179.6,128510557.3,11669.8,507601,591603,127.5
2022,185 Varick,Office,7734696.6,Not Available,5131549,629.8,5600,54524,99.5
2023,5 Bryant Park,Office,39076504.4,Not Available,24563746.8,3620.1,1152,643842,57.2
2023,825 8th Ave Worldwide Plaza,Office,143457099.2,Not Available,109221214.9,14118.2,14946,1489606,91.9
2023,32 Old Slip,Office,80654949.6,Not Available,61373750.8,7933.5,9076,1069945,74.4
2023,Ford Foundation - 320 East 43rd,Office,21110724.2,Not Available,13090231.6,1952.7,1380,246225,72.7
2023,111 Eighth Avenue,Office,543549760.7,Not Available,505287339.4,57419.4,584789,1614708,233.3
2023,lgjsdliihg,Data Center,Not Available,Not Available,Not Available,0,100000,100000,Not Available
2023,"100 Cable Way, Staten Island, NY 10303",Mixed Use Property,9703401.6,13898128.5,8590981.6,993.1,5795,25009,188.6
2023,"133-19 Atlantic Ave., Richmond Hill, NY 11418",Mixed Use Property,5095236.9,7992761.8,4468800,519.1,2638,13327,252
2023,"5120 Broadway, Manhattan, NY 10034",Data Center,32733885.1,88622827.1,31911350.6,3513.2,45119,45119,705.1
2023,One Manhattan West,Office,107312492.4,18560492.5,86515636.6,10787.3,25000,2066862,51.3
2023,test data,Mixed Use Property,Not Available,Not Available,Not Available,Not Available,50000,50000,Not Available
2023,(71003A) Herald Square Macy's,Retail Store,145047094.1,Not Available,101707786.5,13902,23074,1811861,66.2
2023,110 Leroy Street,Office,6964354.3,Not Available,6324737.3,721.6,2600,63400,92.9
2023,55 Hudson Yards,Financial Office,94821753.8,14434869.1,77965288.7,9384.5,4405,716324,73
2023,425 Lexington Ave (LL84),Office,42242115.6,Not Available,28377486.6,3987.6,6381,574066,62.6
2023,601 West 26 St - Starrett Lehigh,Office,157833460.1,Not Available,111651952.5,14592.3,89736,1813366,82
2023,470 Vanderbilt Avenue,Office,46619048.2,Not Available,35620551,4457,7100,596793,73.3
2023,1285 Avenue of the Americas,Office,164128027,Not Available,99197823.4,15059.6,35681,971197,96.1
2023,37-18 Northern Boulevard - Standard Motor Products,Office,18752418,Not Available,13045212.5,1837.9,9000,301569,60.4
2023,5 Times Square,Office,33024300.2,Not Available,20919394.4,3048.8,14924,928156,33.7
2023,"ICP Realty, LLC",Mixed Use Property,1767325.4,Not Available,822425.4,139.6,5000,17500,47.1
2023,185 Varick,Office,5558758.9,0,3727928.2,543.1,5600,54524,71.5
2023,Weiss,Laboratory,Not Available,Not Available,Not Available,0,1598,245036,Not Available
2023,IT Pavilion,Office,Not Available,Not Available,Not Available,0,463.3,1185.5,Not Available
2023,Smith Annex,Office,Not Available,Not Available,Not Available,0,836,37736,Not Available
2023,Rockefeller University Main Campus,Laboratory,500684556.7,Not Available,178486536.8,36164.8,2897.3,997138,323.5
2023,388 Greenwich - HQ,Financial Office,545720163.8,261972629,138267817.8,36674.9,96270,2106918,234.2
2023,650 Fifth Avenue Company,Office,28135403.4,Not Available,20364657.4,2730.1,1910,276476,81.3
2023,1166 Avenue of the Americas - CBRE,Office,130401139.8,Not Available,55639417.1,11013.5,3156,1376618,83.8
2023,730 Third Ave,Office,39195735.1,Not Available,24199990.5,3626.8,15450,649055,57.7
2023,2 United Nations Plaza,Office,48502818.1,Not Available,22811376,4186,1065,406785,85.8
2023,330 Madison Avenue,Office,48890433.2,Not Available,35505148.9,4749.1,4713,786303,60.6
2023,PENN 1,Office,307943698.3,Not Available,14823435.5,17826.7,3100,1925400,131.8
2023,PENN 2,Office,68194332.6,Not Available,41210784.4,6272.3,1024,1607570,42.1
2023,"731 Lexington Avenue, Manhattan",Mixed Use Property,172696221.2,73396954.7,132796978.2,17031.3,24904,392376,123.2
2023,909 Third Avenue,Office,68444054.4,9036829.1,41770627.3,6312.6,2800,1161932,53.5
2023,1290 Ave of Americas,Office,185413300.4,940851.1,90534037.8,16133.2,1000,1101715,96.5
2023,PENN 11,Office,60613398,Not Available,48990253,6098.2,1800,1036288,53.5
2023,770 Broadway,Office,81845416.5,Not Available,50060219.5,7453.3,1000,970580,75.1
2023,320 Park Avenue,Financial Office,48034656.7,3342413,33027268.1,4587.4,4920,712820,66.5
2023,140 Broadway,Office,53629049.7,Not Available,53562433.3,5828,7624,1264495,42.2
2023,One Liberty Plaza,Office,142649437.1,2888331,78153578.4,12779.7,13000,2286918,60.8
2023,One New York Plaza,Office,213953668.4,Not Available,110786138.5,18449.7,4894,2537669,84.1
2023,300 Madison Avenue,Office,92091997.7,Not Available,68169930.5,8994.7,12000,1123417,80.6
2023,Grace Building,Office,134405831.9,10515478.3,73528386.8,11978.5,40000,1471918,87.4
2023,200 Liberty Street,Office,87343265.7,Not Available,59929118.3,1819.3,48536,1437074,58.8
2023,225 Liberty Street,Office,173343317.1,Not Available,124656084.4,16705.3,10799,2452536,67.3
2023,250 Vesey Street,Office,157652432.4,85123558,112252896,15218.4,10766,1994336,77.8
2023,7 Times Square,Office,56115409.9,Not Available,45776563.9,5663.5,400,1164262,47.4
2023,Zuckerman Research Center - (Child of MSKCC Super Campus),Laboratory,246776554.1,Not Available,114305497.5,19655.2,3947,613896,332.1
2023,Rockefeller Research Lab - (Child of MSKCC Super Campus),Laboratory,62734332.1,Not Available,56917128.5,6574.6,1911,285281,218.4
2023,1633 Broadway - Paramount Plaza,Office,237209910.6,Not Available,123967503.9,20982.1,20000,2672740,83.6
2023,900 Third Ave,Office,23834296.2,Not Available,18422777.9,2362.3,5190,578122,40.3
2023,745 Fifth Ave.,Office,25974330.2,Not Available,24157301,2747.2,3157,437870,48.4
2023,522 Fifth Avenue,Financial Office,29544948.2,0,22743544.4,2919.6,5436,536391,54.5
2023,345 Park Ave LP,Office,228757591,Not Available,100304621.6,19424.4,15687,1735126,128.3
2023,641 Lexington Avenue,Office,24498408.5,Not Available,13095278.2,2180.9,600,424100,56.7
2023,240 Greenwich St,Financial Office,88495975,Not Available,63221020,10155.6,3427,1107646,75.2
2023,Court Square Place,Office,17509464.2,Not Available,11569624.4,1573.4,3315,271937,63.6
2023,31 West Fifty Second,Office,43542494.3,Not Available,33912182.8,4256.3,4295,765826,53.5
2023,1301 Avenue of the Americas,Office,130976778.8,Not Available,56846987.9,11064.5,16957,1733736,74.8
2023,Hines 750 Seventh,Office,41371895.8,Not Available,31388691.9,4051.5,5107,627666,64
2023,55 Water,Office,231757816.3,Not Available,164658033.1,22381.4,37400,3412984,66.5
2023,URA Group - 33 Whitehall Street,Office,24458066,Not Available,18769993.3,2418.4,8000,397310,60.3
2023,Waterman - 125 West 55th Street,Office,35570175.2,Not Available,28790172.5,3517.3,2747,561245,62.3
2023,345 Hudson Street,Office,36812672.1,Not Available,25694334.9,3391.5,7075,833957,43
2023,JPMorgan Chase-383M,Financial Office,139684040.9,Not Available,96005206,13313.2,39591,1109588,118.9
2023,UNICEF HOUSE,Office,2720239466,4210768.1,10290520.7,181055.3,4368,203835,13065.3
2023,Carnegie Hall Tower ll,Office,34844869.7,0,23070465.6,3290.1,830,555314,58.1
2023,230 Park Avenue South,Office,25133566.4,Not Available,22531800.9,2628.7,4918,335209,71.8
2023,100 West 33rd Street,Office,35101369,Not Available,29858465,3594.5,5000,906062,31.2
2023,55 Broadway,Office,22147705.4,Not Available,14477635.9,2083.1,1444,352628,62.6
2023,399 Park Avenue,Office,125636757.1,Not Available,94899058.8,12358.8,3540,930071,80.3
2023,601 Lexington Avenue,Office,130131514.8,Not Available,85421133.4,12180.9,10568,1136766,76.3
2023,767 Fifth Avenue,Office,132539408.5,Not Available,93966042.7,12777.7,2910,1143550,71.1
2023,375 Park Avenue,Financial Office,82960406.3,Not Available,39167550.4,7165.6,4000,506331,100.6
2023,St. Margaret's House,Multifamily Housing,16436104.5,Not Available,3252659.6,1053.9,231,208345,78.8
2023,GC 498 7th Ave,Office,41320908.1,Not Available,29887332.9,3856.8,6057,926484,44.1
2023,2 MetroTech Center,Office,85890019.4,92202590.6,75305519.1,8749.8,33176,469405,170.9
2023,02-1-New York Head Office,Office,93249977.8,1530709.4,44665434.3,8069.9,13479,801685,107.2
2023,JPMorgan Chase-383M,Financial Office,139684040.9,Not Available,96005206,13313.2,39591,1109588,118.9
2023,395 Hudson New York LLC,Office,61735528.2,Not Available,50019376.5,6216.3,39830,639572.3,85
2023,600 Madison Avenue,Office,39164980.8,3821439,15887357.3,3273,1000,323722,114.1
2023,Jeff Bar Inc/ 630 9th Ave Leasehold,Office,22080832.5,5516791.4,12103925.1,1933.8,3352,236746,83.8
2023,Alumni Hall,Residence Hall/Dormitory,9508191.8,Not Available,4732191.6,831.6,9518,130096,63.6
2023,Western Union Building,Data Center,307206155.3,771314496.1,297460457.5,33064.6,1074536,1074536,285.9
2023,162 Fifth Avenue,Office,Not Available,Not Available,Not Available,Not Available,2224,116276,Not Available
2023,7 West 34th Street,Office,19124182.7,Not Available,16376145.6,1963,2640,364162,43.1
2023,200 West Street,Financial Office,183257467.5,Not Available,126798768.5,17501.1,43458,1894604,90.3
2023,JEMB - 75 Broad St,Office,58821357.3,Not Available,42607470.7,5709.1,60000,502260,87.6
2023,11 W 19th Street,Office,14957656.3,Not Available,13214346.2,1529.3,914,269166,52.6
2023,15 MTC,Office,47052134.3,28035994.6,41439012.8,4811.7,40700,623643,70.6
2023,NYSE 11 Wall - City Filing,Financial Office,65726510,Not Available,43425376.2,6195.2,10708,321735,196.5
2023,1 William Street,Financial Office,7651844.1,1961032.1,5346600,752.1,2000,61250,68
2023,One Bryant Park,Financial Office,416768742.4,69798607.3,90348417.2,27194.6,20000,1144057,188.4
2023,CBRE- 2 Grand Central,Office,33929400,Not Available,26438503.8,3371.9,2000,556724,51.7
2023,333 West 34th Street,Office,23933827.9,Not Available,15064527.7,2109,4900,272567,77.8
2023,51 West 52nd Street,Office,62456274.3,Not Available,43870952.3,5995.1,2000,890704,70
2023,SL Green Realty Corporation 919 Third Avenue,Other - Technology/Science,111416747.6,Not Available,61906573.6,10009.7,9991.9,779949,78
2023,SL Green Realty Corporation 1185 Ave of the Americas,Office,86288615.2,Not Available,45345806.2,7624.4,11100,806649,82.9
2023,SL Green Realty Corporation 625 Madison Avenue,Office,33086659.7,Not Available,15129294.8,2794.2,607.5,477408.1,62.8
2023,SL Green Realty Corporation 1350 Ave of the Americas,Office,42258615.4,Not Available,18398559.9,3574.7,336,385692,74.3
2023,100 Park Avenue,Office,43455136.8,Not Available,31355712.9,4202.7,2678,622419,50.4
2023,SL Green Realty Corporation 555 West 57th Street,Mixed Use Property,90107015.5,Not Available,60058918.9,8525.1,16888,226556,96.6
2023,SL Green Realty Corporation 420 Lexington Avenue,Mixed Use Property,70124830.9,Not Available,44973864.4,6536.5,3508,578796,53
2023,SL Green Realty Corporation 810 Seventh Avenue,Office,59176115.5,Not Available,27405836.8,5080.4,6505,427200,87.6
2023,SL Green Realty Corporation 1515 Broadway,Other - Technology/Science,167423307,Not Available,92488806.6,14963.7,17049,1612227,81.6
2023,SL Green Realty Corporation 125 Park Avenue,Mixed Use Property,40876151.6,Not Available,32587775.4,3983.3,3100,235980,75.5
2023,ConEd Van Nest Service Center,Mixed Use Property,63294021.9,Not Available,30030135.6,5031.8,38171,166168,156.7
2023,3 World Financial Center,Office,181349854,Not Available,88614301.2,14977.5,5527,1667426,79.3
2023,40 East 14th Street,Retail Store,30910730.4,Not Available,19837019,2745,500,174361,122.4
2023,Eleven Times Square,Office,51145668.7,Not Available,30029792.1,4404,5448,1140143,44.6
2023,ConEd Irving Place,Office,137318075.9,Not Available,72125678.9,12170.5,25716,1164315,109.7
2023,ConEd Flatbush HQ,Office,21474517.1,Not Available,21474517.1,2334.8,7438,228040,81.8
2023,110 East 42 St,Office,26980558.5,Not Available,9983309.4,2205.2,1037,294052,84.3
2023,Mount Sinai Hospital Main Campus,Mixed Use Property,1240779960,Not Available,546681421.5,96549.7,55987,1948003,259.5
2023,MS Icahn Medical Institute,Mixed Use Property,102031648.4,Not Available,101187655.9,11064.2,55987,378074,168.6
2023,JPMorgan Chase-3CMC,Financial Office,18298288.9,Not Available,18298288.9,1989.5,140940,314656,40
2023,JPMorgan Chase-4CMC,Financial Office,98765539.3,Not Available,95633479.4,10580.2,14815,1315928,74.2
2023,ConEd Davis HQ,Office,7130091.5,Not Available,3625791.3,580.3,1653,60777,102.7
2023,One State Street,Office,46761425.8,Not Available,28063910.7,4292.7,5463,886375,52.3
2023,1585 Broadway,Office,137397428.9,Not Available,97941537.4,12747.3,44048,1403959,93.1
2023,ABC 47W 30W,Office,83065474,Not Available,66235929,8102.6,74400,293566,220
2023,1211 Avenue of the Americas,Office,184003910.1,Not Available,147083272.6,18440.4,39867,1978832,90.9
2023,650 Madison Avenue,Office,31002148.5,Not Available,24884121.5,3111.8,1300,372800,58.4
2023,02-3-New York 33ML,Office,29203087.9,Not Available,21259847.7,2838.9,7436,601268,46.7
2023,New York Blood Center,Laboratory,52056759.9,Not Available,15104476.3,4095.8,1200,139352,370.4
2023,85 10th Ave,Office,104657836.9,111087802.9,94616839.1,10820.5,60846.5,481197,162.5
2023,FAA Facility,Office,10199172.4,Not Available,7696372.4,972.6,1500,185371,46.6
2023,521 Fifth Avenue,Office,29270426.9,Not Available,14350797.9,2538.8,1184,402145,65.6
2023,Brooklyn Tabernacle,Worship Facility,9249002.5,Not Available,6682402.2,862.9,5500,124500,71.1
2023,101 Avenue of the Americas,Office,42701064.7,Not Available,30469191.9,4124.9,1119,255413,106.2
2023,1251 Avenue of the Americas,Office,160243731.7,Not Available,99773636.1,14862.7,14470,1205246,68.9
2023,110 William Street,Office,38585518.2,Not Available,21817089.4,3485.5,1768,774851,49
2023,SL Green Realty Corporation 100 Church Street,Office,55176307.8,Not Available,45052246.6,5552.5,11114,559319,55.4
2023,19 West 44th Street,Office,20996111.9,Not Available,10357943.2,1881.3,825,252617,82.8
2023,CO/GLC 11128/104 BROAD ST/NEW YORK/NY,Data Center,29863668.2,Not Available,24376832.5,3014.7,217034,217034,137.6
2023,CO/GLC 12191/204 2ND AVE/NEW YORK/NY,Data Center,45208198.2,Not Available,37852537.4,4603.9,234327,234327,192.9
2023,CO/GLC 13197/228 E 56 ST/NEW YORK/NY,Data Center,61120283,Not Available,54046568.9,6349.1,223862,223862,273
2023,CO/GLC 13225/208 E 79 ST/NEW YORK/NY,Data Center,33571583.7,Not Available,23112655.9,3212.8,150685,150685,222.8
2023,CO/GLC 13390/151 E 97 ST/NEW YORK/NY,Data Center,23321987.9,Not Available,20432987,2436,145097,145097,160.7
2023,CO/GLC 15167/193 MANHATTAN AVE/NEW YORK/NY,Data Center,15526678,Not Available,15526678,1688.1,162885,162885,95.3
2023,CO/GLC 15180/125 W 73 ST/NEW YORK/NY,Data Center,31306378.8,Not Available,16647236.5,2897.8,111984,111984,279.6
2023,CO/GLC 15320/380 CONVENT AVE/NEW YORK/NY,Data Center,11794603.1,Not Available,11224603.2,1260.6,74132,74132,159.1
2023,CO/GLC 15371/608 W 176TH ST/NEW YORK/NY,Data Center,11578715.5,Not Available,10642686.4,1226.6,61916,61916,187
2023,CO/GLC 15395/50 THAYER ST/NEW YORK/NY,Data Center,5003748.4,Not Available,5003748.4,544,54778,54778,91.3
2023,CO/GLC 18112/221 E 37 ST/NEW YORK/NY,Data Center,11890530.4,Not Available,11890530.4,1292.8,177166,177166,67.1
2023,CO/GLC 18137/230 W 36 ST/NEW YORK/NY,Data Center,141267637.6,Not Available,34140369.5,10825,293739,293739,480.9
2023,Gotham Tower,Office,47669567.4,Not Available,39332875.4,4719.3,4200,604921,78.3
2023,SL Green Realty Corporation 304 Park Avenue South,Office,17803639.8,Not Available,10799398.4,1659,650,186671,84.1
2023,17148 - 220 West 42nd Street,Office,14502889.9,Not Available,12966074.8,1491.4,2730,232570,61.6
2023,1 W 39th Street,Office,Not Available,30437922.5,Not Available,Not Available,9816,125516,Not Available
2023,452 Fifth Ave - LL84,Office,42681931,Not Available,32184008.6,4196.3,4372,621484,65.3
2023,1 W 39th Street - LL84,Office,15513030.7,30437922.5,13340738.8,1594.7,9816,125516,114.6
2023,Five Manhattan West,Office,142354507.3,Not Available,99268339.4,13600.8,28240,1443006,88.7
2023,Sage Realty - 437 Madison Avenue,Office,88527041.1,Not Available,30199312.9,7150.7,2781,779932,110.6
2023,Sage Realty - 767 Third Avenue,Office,18333550.3,Not Available,12795094.6,1685.3,220,281672,65
2023,499 Park Avenue,Office,16565562.2,Not Available,12139031.4,1613.9,660,295264.8,54.5
2023,1221 Avenue of the Americas,Office,205248058.7,Not Available,124767152.7,18825.1,6000,2065610,77.9
2023,451 Broadway,Financial Office,5150551,Not Available,4842176,542.8,2000,43000,79.2
2023,360 Lexington Ave,Office,12525670.7,Not Available,7563224.6,1151.8,358,237935,52.6
2023,300 Vesey Street,Office,51245918.6,Not Available,41941184.7,5177.9,25516,490426,99.3
2023,450 Lexington Avenue,Office,67568659,Not Available,56308069.3,6858.1,6349,830757,62.4
2023,115  Broadway,Office,24458747.2,Not Available,15533788.3,2281.5,200,399800,61.1
2023,115  Broadway,Office,24458747.2,Not Available,15533788.3,2281.5,200,399800,61.1
2023,277 Park Avenue,Office,212438361.7,Not Available,104185725.6,18515.1,14634,1435790,121.7
2023,50 Hudson Yards,Office,152655972.6,Not Available,110769360.8,14274.6,3127,1864897,51.8
2023,Copy of 230 Park Avenue South,Office,25133566.4,Not Available,22531800.9,2628.7,7000,333127,71.8
2023,375 Pearl Street Benchmarking,Office,145356768,152995036.7,135461319.3,15391.5,449272,650296,131.8
